Name,Year,Location,Coordinates
""The Amazing Race"","2001","(season 3 - episode 8)","None"
""The Amazing Race"","2001","(season 1 - episode 1)","None"
""The Amazing Race"","2001","(season 7 - episode 11)","None"
""The Amazing Race"","2001","(season 4 - episode 1) (season 7 - episode 1)","None"
""The Amazing Race"","2001","(season 7 - episode 8, episode 9)","None"
""The Amazing Race"","2001","(season 2 - episode 6)","None"
""The Amazing Race"","2001","(season 7 - episode 5, episode 6, episode 7)","None"
""The Amazing Race"","2001","(episode 11)","(33.6816369, -117.7188318)"
""The Amazing Race"","2001","(season 2 - episode 4)","None"
""The Amazing Race"","2001","(season 7 - episode 3, episode 4)","None"
""The Amazing Race"","2001","(season 8 - episode 8)","None"
""The Amazing Race"","2001","(season 7 - episode 11)","None"
""The Amazing Race"","2001","(season 1 - episode 6)","None"
""The Amazing Race"","2001","(season 8 - episode 12) (as American Pavilion)","None"
""The Amazing Race"","2001","(season 4 - episode 11)","None"
""The Amazing Race"","2001","Mount Fuji, Shizuoka, Japan","(35.362799, 138.730781)"
""The Amazing Race"","2001","(season 4 - episode 5, 6)","None"
""The Amazing Race"","2001","(season 6 - episode 9)","None"
""The Amazing Race"","2001","(season 3 - episode 11)","None"
""The Amazing Race"","2001","(season 7 - episode 2, episode 3)","None"
""The Amazing Race"","2001","(season 3 - episode 7, 8)","None"
""The Amazing Race"","2001","Niagara Falls, Ontario, Canada","(43.1065603, -79.0639039)"
""The Amazing Race"","2001","(season 7 - episode 12)","None"
""The Amazing Race"","2001","(season 5 - episode 10)","None"
""The Amazing Race"","2001","(season 2 - episode 11)","None"
""The Amazing Race"","2001","(season 7 - episode 5)","None"
""The Amazing Race"","2001","(season 6 - episode 2)","None"
""The Amazing Race"","2001","(season 8 - episode 8, episode 9)","None"
""The Amazing Race"","2001","(season 9 - episode 5)","None"
""The Amazing Race"","2001","(season 4 - episode 13)","None"
""The Amazing Race"","2001","(season 8 - episode 6)","None"
""The Amazing Race"","2001","(season 2 - episode 11)","None"
""The Amazing Race"","2001","(season 9 - episode 9)","None"
""The Amazing Race"","2001","(season 4 - episode 13) (season 8 - episode 7)","None"
""The Amazing Race"","2001","(season 8 - episode 10, episode 11)","None"
""The Amazing Race"","2001","(season 8 - episode 7)","None"
""The Amazing Race"","2001","(season 1 - episode 4)","None"
""The Amazing Race"","2001","(season 2 - episode 1, 2)","None"
""The Amazing Race"","2001","(season 6 - episode 9)","None"
""The Amazing Race"","2001","(episode 1)","(52.3691018, 4.9008527)"
""The Amazing Race"","2001","(season 3 - episode 11)","None"
""The Amazing Race"","2001","(season 8 - episode 6, episode 7)","None"
""The Amazing Race"","2001","(season 1 - episode 7)","None"
""The Amazing Race"","2001","(season 2 - episode 8)","None"
""The Amazing Race"","2001","(season 7 - episode 12)","None"
""The Amazing Race"","2001","(season 9 - episode 8)","None"
""The Amazing Race"","2001","(season 8 - episode 3, episode 4)","None"
""The Amazing Race"","2001","(season 7 - episode 12)","None"
""The Amazing Race"","2001","(season 9 - episode 9)","None"
""The Amazing Race"","2001","(season 2 - episode 11)","None"
""The Amazing Race"","2001","(season 9 - episode 9)","None"
""The Amazing Race"","2001","(season 2 - episode 11)","None"
""The Amazing Race"","2001","(season 7 - episode 12)","None"
""The Amazing Race"","2001","(season 5 - episode 1)","None"
""The Amazing Race"","2001","(season 1 - episode 12)","None"
""The Amazing Race"","2001","(season 9 - episode 5, episode 6)","None"
""The Amazing Race"","2001","(season 6 - episode 12, episode 13)","None"
""The Amazing Race"","2001","(season 9 - episode 12)","None"
""The Amazing Race"","2001","(season 9 - episode 4, episode 5)","None"
""The Amazing Race"","2001","(season 2 - episode 11)","None"
""The Amazing Race"","2001","(season 1 - episode 2)","None"
""The Amazing Race"","2001","(season 7 - episode 5)","None"
""The Amazing Race"","2001","(season 7 - episode 11)","None"
""The Amazing Race"","2001","(season 8 - episode 12)","None"
""The Amazing Race"","2001","(season 2 - episode 8)","None"
""The Amazing Race"","2001","(season 9 - episode 7)","None"
""The Amazing Race"","2001","(season 6 - episode 2, episode 3, episode 4, episode 7)","None"
""The Amazing Race"","2001","(season 9 - episode 8)","None"
""The Amazing Race"","2001","(season 2 - episode 8)","None"
""The Amazing Race"","2001","(season 1 - episode 8)","None"
""The Amazing Race"","2001","(season 8 - episode 7)","None"
""The Amazing Race"","2001","(season 8 - episode 5)","None"
""The Amazing Race"","2001","(season 5 - episode 3)","None"
""The Amazing Race"","2001","(season 7 - episode 2)","None"
""The Amazing Race"","2001","(season 2 - episode 8)","None"
""The Amazing Race"","2001","(season 5 - episode 6)","None"
""The Amazing Race"","2001","(season 4 - episode 5)","None"
""The Amazing Race"","2001","(season 8 - episode 6)","None"
""The Amazing Race"","2001","(season 9 - episode 12)","None"
""The Amazing Race"","2001","(season 7 - episode 4)","None"
""The Amazing Race"","2001","(episode 2)","(33.6816369, -117.7188318)"
""The Amazing Race"","2001","(season 8 - episode 11)","None"
""The Amazing Race"","2001","(season 8 - episode 9)","None"
""The Amazing Race"","2001","(season 1 - episode 1)","None"
""The Amazing Race"","2001","(season 5 - episode 3)","None"
""The Amazing Race"","2001","(season 9 - episode 9)","None"
""The Amazing Race"","2001","(season 2 - episode 10, 11)","None"
""The Amazing Race"","2001","(season 8 - episode 2)","None"
""The Amazing Race"","2001","(season 1 - episode 9)","None"
""The Amazing Race"","2001","(season 7 - episode 11)","None"
""The Amazing Race"","2001","(season 5 - episode 11)","None"
""The Amazing Race"","2001","(season 5 - episode 9)","None"
""The Amazing Race"","2001","(season 6 - episode 13)","None"
""The Amazing Race"","2001","(season 5 - episode 7)","None"
""The Amazing Race"","2001","(season 3 - episode 8)","None"
""The Amazing Race" (2001) {#MurphysLaw","#26.3)","Phuket International Airport, Mai Khao, Phuket, Thailand","None"
""The Amazing Race" (2001) {#MurphysLaw","#26.3)","My Way Cabaret, Patong, Phuket, Thailand","None"
""The Amazing Race" (2001) {25 Days, 50 Cities, and More Than 600 Consecutive Hours as a Family...","#8.12)","CN Tower - 301 Front Street West, Toronto, Ontario, Canada","(43.6425637, -79.38708718320467)"
""The Amazing Race" (2001) {25 Days, 50 Cities, and More Than 600 Consecutive Hours as a Family...","#8.12)","Lewiston, New York, USA","(43.172555, -79.035878)"
""The Amazing Race" (2001) {25 Days, 50 Cities, and More Than 600 Consecutive Hours as a Family...","#8.12)","Queenston, Ontario, Canada","(43.1642061, -79.0546024)"
""The Amazing Race" (2001) {25 Days, 50 Cities, and More Than 600 Consecutive Hours as a Family...","#8.12)","Toronto, Ontario, Canada","(43.6534817, -79.3839347)"
""The Amazing Race" (2001) {4 Continents, 24 Cities, 40,000 Miles","#6.13)","(leg 12)","(45.5950427, 8.9121883)"
""The Amazing Race" (2001) {4 Continents, 24 Cities, 40,000 Miles","#6.13)","(leg 12 detour)","None"
""The Amazing Race" (2001) {4 Continents, 24 Cities, 40,000 Miles","#6.13)","(leg 11)","(53.0563172, 16.7295116)"
""The Amazing Race" (2001) {4 Continents, 24 Cities, 40,000 Miles","#6.13)","(leg 11 detour)","None"
""The Amazing Race" (2001) {5 Continents... 10 Countries... and More Than 59 Thousand Miles!","#9.12)","(leg 12)","(45.5950427, 8.9121883)"
""The Amazing Race" (2001) {5 Continents... 10 Countries... and More Than 59 Thousand Miles!","#9.12)","(leg 11 detour)","None"
""The Amazing Race" (2001) {5 Continents... 10 Countries... and More Than 59 Thousand Miles!","#9.12)","(leg 11) (leg 12)","(49.91352375, 19.229713253125)"
""The Amazing Race" (2001) {5 Continents... 10 Countries... and More Than 59 Thousand Miles!","#9.12)","(leg 11 detour)","None"
""The Amazing Race" (2001) {A Kiss Saves the Day","#17.2)","(detour)","(39.6039885, -77.2680393)"
""The Amazing Race" (2001) {A Kiss Saves the Day","#17.2)","Kwame Nkrumah Memorial Park, High Street, Victoriaborg, Accra, Ghana","(5.544738300000001, -0.2029876467973592)"
""The Amazing Race" (2001) {A Little Too Much Beefcake","#27.1)","(bike race stop)","(42.0793532, -70.2183482)"
""The Amazing Race" (2001) {A Little Too Much Beefcake","#27.1)","(detour)","(39.6039885, -77.2680393)"
""The Amazing Race" (2001) {Accidental Alliance","#24.9)","(as Chapel Bridge)","(53.3463181, -2.2535279)"
""The Amazing Race" (2001) {Ali Baba in a Suit","#17.8)","Burj Al Mubkharah, Riyam Park, Muscat, Masqat, Oman","None"
""The Amazing Race" (2001) {Ali Baba in a Suit","#17.8)","Naryshkin Bastion, Peter and Paul Fortress, Kronverkskoye, Petrogradsky District, St. Petersburg, Russia","None"
""The Amazing Race" (2001) {All or Nothing","#25.12)","(pit start)","(-29.5881995, 152.9267743)"
""The Amazing Race" (2001) {All or Nothing","#25.12)","(roadblock)","(40.8908913, -73.24696957756834)"
""The Amazing Race" (2001) {Alright Guys, We're at War!","#14.6)","Jaipur, Rajasthan, India","(26.9154576, 75.8189817)"
""The Amazing Race" (2001) {Alright Guys, We're at War!","#14.6)","(detour)","(39.6039885, -77.2680393)"
""The Amazing Race" (2001) {Amazing 'Crazy' Race","#23.11)","(leg 12)","(45.5950427, 8.9121883)"
""The Amazing Race" (2001) {Amazing 'Crazy' Race","#23.11)","(leg 11)","(53.0563172, 16.7295116)"
""The Amazing Race" (2001) {Amazing Grace, How Sweet the Sound!","#15.11)","(pit start)","(-29.5881995, 152.9267743)"
""The Amazing Race" (2001) {Amazing Grace, How Sweet the Sound!","#15.11)","McCarran International Airport - 5757 Wayne Newton Boulevard, Las Vegas, Nevada, USA","(36.0861034, -115.16111989849915)"
""The Amazing Race" (2001) {Anonymous?","#16.7)","(detour)","(39.6039885, -77.2680393)"
""The Amazing Race" (2001) {Anonymous?","#16.7)","(roadblock)","(40.8908913, -73.24696957756834)"
""The Amazing Race" (2001) {Another One Bites the Dust","#29.4)","(detour)","(39.6039885, -77.2680393)"
""The Amazing Race" (2001) {Are There Instructions on Donkey Handling?","#6.10)","Addis Ababa Bole International Airport, Addis Ababa, Ethiopia","(8.97958075, 38.79727968929066)"
""The Amazing Race" (2001) {Are There Instructions on Donkey Handling?","#6.10)","L'Ãle-Rousse, Haute-Corse, France","None"
""The Amazing Race" (2001) {Are There Instructions on Donkey Handling?","#6.10)","Nice, Alpes-Maritimes, France","(43.7009358, 7.2683912)"
""The Amazing Race" (2001) {Are You Good at Puzzles?","#5.5)","Cairo International Airport, Cairo, Egypt","(30.1141148, 31.424702260069452)"
""The Amazing Race" (2001) {Are You Good at Puzzles?","#5.5)","The Hermitage, Palace Embankment, Dvortsovy, Tsentralny District, St. Petersburg, Russia","None"
""The Amazing Race" (2001) {Are You Sure This Is Safe?","#5.7)","Jomo Kenyatta International Airport, Nairobi, Kenya","(-1.3169486, 36.92885691400423)"
""The Amazing Race" (2001) {Are You Sure This Is Safe?","#5.7)","(detour)","(39.6039885, -77.2680393)"
""The Amazing Race" (2001) {Baby Bear's Soup","#24.2)","Guangzhou Children's Activity Center, Yuexiu, Guangzhou, Guangdong, China","None"
""The Amazing Race" (2001) {Back in Business/Moment of Truth","#26.7)","(leg 6) (roadblock) (detour)","None"
""The Amazing Race" (2001) {Back in the Saddle","#24.1)","Santa Clarita, California, USA","(34.3916641, -118.542586)"
""The Amazing Race" (2001) {Back in the Saddle","#24.1)","(roadblock)","(40.8908913, -73.24696957756834)"
""The Amazing Race" (2001) {Be Safe and Don't Hit a Cow","#22.7)","Maun, North-West District, Botswana","(-19.9860951, 23.4224352)"
""The Amazing Race" (2001) {Beacon of Hope","#22.11)","(leg 11)","(53.0563172, 16.7295116)"
""The Amazing Race" (2001) {Beacon of Hope","#22.11)","(leg 11 detour)","None"
""The Amazing Race" (2001) {Beacon of Hope","#22.11)","(leg 12)","(45.5950427, 8.9121883)"
""The Amazing Race" (2001) {Beacon of Hope","#22.11)","(leg 12)","(45.5950427, 8.9121883)"
""The Amazing Race" (2001) {Beards in the Wind","#23.4)","(detour)","(39.6039885, -77.2680393)"
""The Amazing Race" (2001) {Beauty Is Sometimes Skin Deep","#11.2)","Aerodromo El Loa Calama, Calama, El Loa, RegiÃ³n de Antofagasta, Chile","None"
""The Amazing Race" (2001) {Beauty Is Sometimes Skin Deep","#11.2)","Parque Nacional Cotopaxi, Ecuador","(-0.6536503, -78.44619214330001)"
""The Amazing Race" (2001) {Bees Are Much Calmer Than All This!","#13.1)","Aeroporto Internacional de Salvador - Deputado LuÃ­s Eduardo MagalhÃ£es, Lauro de Freitas, Bahia, Brazil","None"
""The Amazing Race" (2001) {Bees Are Much Calmer Than All This!","#13.1)","Los Angeles Memorial Coliseum - 3911 S. Figueroa Street, Exposition Park, Los Angeles, California, USA","None"
""The Amazing Race" (2001) {Bees Are Much Calmer Than All This!","#13.1)","Salvador, Bahia, Brazil","(-12.9822499, -38.4812772)"
""The Amazing Race" (2001) {Being Polite Sucks Sometimes","#10.9)","Helsinki-Vantaa Airport, Seutula, Vantaa, Finland","None"
""The Amazing Race" (2001) {Being Polite Sucks Sometimes","#10.9)","(roadblock)","(40.8908913, -73.24696957756834)"
""The Amazing Race" (2001) {Bollywood Travolta","#20.9)","Indian Coffee House, Canon Shed Road, Ernakulam, Kerala, India","None"
""The Amazing Race" (2001) {Bring the Fun, Baby!","#27.10)","(u-turn)","(43.3547642, -77.9428995)"
""The Amazing Race" (2001) {Bros Being Jocks","#28.3)","(detour)","(39.6039885, -77.2680393)"
""The Amazing Race" (2001) {Bucket List Type Stuff","#29.3)","Askari Monument, Dar es Salaam, Tanzania","(-6.8166331, 39.2894789)"
""The Amazing Race" (2001) {Bull Down","#24.10)","Flughafen ZÃ¼rich Kloten, Kloten, Kanton ZÃ¼rich, Switzerland","None"
""The Amazing Race" (2001) {Bull Down","#24.10)","(detour)","(39.6039885, -77.2680393)"
""The Amazing Race" (2001) {Business in the Front, Party in the Back","#22.1)","Los Angeles International Airport - 1 World Way, Los Angeles, California, USA","None"
""The Amazing Race" (2001) {Bust Me Right in the Head with It","#20.3)","(pit start)","(-29.5881995, 152.9267743)"
""The Amazing Race" (2001) {Bust Me Right in the Head with It","#20.3)","(detour)","(39.6039885, -77.2680393)"
""The Amazing Race" (2001) {Can Horses Smell Fear?","#10.2)","Erlian China Railway Station, Erlian, Inner Mongolia, China","None"
""The Amazing Race" (2001) {Can I Get a Hot Tub!","#26.8)","(pit start)","(-29.5881995, 152.9267743)"
""The Amazing Race" (2001) {Can I Get a Hot Tub!","#26.8)","(detour)","(39.6039885, -77.2680393)"
""The Amazing Race" (2001) {Can't Make Fish Bite","#24.5)","Gangaramaya Temple, Hunupitiya Lake Road, Colombo, Western Province, Sri Lanka","None"
""The Amazing Race" (2001) {Cathy Drone?","#16.6)","CathÃ©drale Notre Dame de Reims, Reims, Marne, France","None"
""The Amazing Race" (2001) {Cathy Drone?","#16.6)","Reims, Marne, France","(49.2577886, 4.031926)"
""The Amazing Race" (2001) {Cheaters Never Win - and They Cheated!","#4.1)","(pit start)","(-29.5881995, 152.9267743)"
""The Amazing Race" (2001) {Cheaters Never Win - and They Cheated!","#4.1)","(fast forward)","(52.041027, 1.1896122)"
""The Amazing Race" (2001) {Check Your Tires Because... Oh God, You Never Know What'll Happen!","#4.4)","Gare du Mans, Place du 8 Mai 1945, Le Mans, Sarthe, France","None"
""The Amazing Race" (2001) {Check Your Tires Because... Oh God, You Never Know What'll Happen!","#4.4)","Marseille, Bouches-du-RhÃ´ne, France","None"
""The Amazing Race" (2001) {Check Your Tires Because... Oh God, You Never Know What'll Happen!","#4.4)","(pit start)","(-29.5881995, 152.9267743)"
""The Amazing Race" (2001) {Cherry on Top of the Sundae That's Already Melted","#12.6)","(as Lithuanian Museum)","None"
""The Amazing Race" (2001) {Chill Out, Freak","#21.5)","Dhaka, Bangladesh","(23.7861979, 90.4026151)"
""The Amazing Race" (2001) {Choir Boy at Heart","#23.6)","(pit start)","(-29.5881995, 152.9267743)"
""The Amazing Race" (2001) {Choir Boy at Heart","#23.6)","(roadblock)","(40.8908913, -73.24696957756834)"
""The Amazing Race" (2001) {Clearly, I'm More Intelligent Than You","#5.1)","(yield)","(36.3817766, -94.2026608)"
""The Amazing Race" (2001) {Clearly, I'm More Intelligent Than You","#5.1)","Montevideo, Uruguay","(-34.9058916, -56.1913095)"
""The Amazing Race" (2001) {Cobra in My Teeth","#23.10)","(roadblock)","(40.8908913, -73.24696957756834)"
""The Amazing Race" (2001) {Colossal Showdown","#1.4)","(detour)","(39.6039885, -77.2680393)"
""The Amazing Race" (2001) {Competition to the Fullest","#1.8)","Hawa Mahal, Jaipur, Rajasthan, India","(26.923932, 75.8268652)"
